stem,root,class,mode,voice,modification
jApyamAna,ji,,pres,pass,caus
jApya,ji,,fut,pass,caus
jAyat,jan,4,pres,para,
jAyamAna,jan,4,pres,atma,
jArya,jF,,fut,pass,
jAsanIya,jas,,fut,pass,caus
jAsayat,jas,,pres,para,caus
jAsayamAna,jas,,pres,atma,caus
jAsayitavya,jas,,fut,pass,caus
jAsayizyat,jas,,fut,para,caus
jAsayizyamAna,jas,,fut,atma,
jAsayizyamAna,jas,,fut,atma,caus
jAsitavat,jas,,past,active,caus
jAsita,jas,,past,pass,caus
jAsyat,jan,,fut,para,
jAsyamAna,jan,,fut,atma,
jAsyamAna,jas,,pres,pass,caus
jAsya,jas,,fut,pass,caus
jigat,gA#1,3,pres,para,
jigamizaRIya,gam,,fut,pass,desid
jigamizat,gam,,pres,para,desid
jigamizitavat,gam,,past,active,desid
jigamizita,gam,,past,pass,desid
jigivAn,ji,,perf,para,
jigIzaRIya,ji,,fut,pass,desid
jigIzat,ji,,pres,para,desid
jigIzamAna,ji,,pres,atma,desid
jigIzitavat,ji,,past,active,desid
jigIzita,ji,,past,pass,desid
jigyAna,ji,,perf,atma,
jigyAna,gA#1,3,pres,atma,
jiGAMsat,han#1,,pres,para,desid
jiGAMsanIya,han#1,,fut,pass,desid
jiGAMsamAna,han#1,,pres,atma,desid
jiGAMsitavat,han#1,,past,active,desid
jiGAMsita,han#1,,past,pass,desid
jiGivAn,hi#2,,perf,para,
jiGfkzaRIya,grah,,fut,pass,desid
jiGfkzat,grah,,pres,para,desid
jiGfkzitavat,grah,,past,active,desid
jiGfkzita,grah,,past,pass,desid
jiGyAna,hi#2,,perf,atma,
jiGrat,Gf,3,pres,para,
jiGrat,GrA,1,pres,para,
jiGramAna,GrA,1,pres,atma,
jiGrARa,Gf,3,pres,atma,
jijigamizvAn,gam,,perf,para,desid
jijigIzARa,ji,,perf,atma,desid
jijigIzvAn,ji,,perf,para,desid
jijiGAMsAna,han#1,,perf,atma,desid
jijiGAMsvAn,han#1,,perf,para,desid
jijiGfkzvAn,grah,,perf,para,desid
jijijIvizvAn,jIv,,perf,para,desid
jijijYAsAna,jYA#1,,perf,atma,desid
jijinvAna,jinv,,perf,atma,
jijinvvAn,jinv,,perf,para,
jijihIrzvAn,hf#1,,perf,para,desid
jijIvAna,jIv,,perf,atma,
jijIvizaRIya,jIv,,fut,pass,desid
jijIvizat,jIv,,pres,para,desid
jijIvizitavat,jIv,,past,active,desid
jijIvizita,jIv,,past,pass,desid
jijIvvAn,jIv,,perf,para,
jijYAsamAna,jYA#1,,pres,atma,desid
jijYAsitavat,jYA#1,,past,active,desid
jijYAsita,jYA#1,,past,pass,desid
jijyAna,jyA#1,,perf,atma,
jijyivAn,jyA#1,,perf,para,
jitavat,ji,,past,active,
jita,ji,,past,pass,
jitya,ji,,fut,pass,
jinat,jyA#1,9,pres,para,
jinAna,jyA#1,9,pres,atma,
jinvat,jinv,1,pres,para,
jinvamAna,jinv,1,pres,atma,
jinvitavat,jinv,,past,active,
jinvita,jinv,,past,pass,
jinvyamAna,jinv,,pres,pass,
jihiMzvAn,hiMs,,perf,para,
jihiMsAna,hiMs,,perf,atma,
jihikkAna,hikk,,perf,atma,
jihikkvAn,hikk,,perf,para,
jihIrzaRIya,hf#1,,fut,pass,desid
jihIrzat,hf#1,,pres,para,desid
jihIrzitavat,hf#1,,past,active,desid
jihIrzita,hf#1,,past,pass,desid
jihyAna,hA#2,3,pres,atma,
jihrIvAn,hrI#1,,perf,para,
jihryat,hrI#1,3,pres,para,
jihryARa,hrI#1,3,pres,atma,
jihryARa,hrI#1,,perf,atma,
jItavat,jyA#1,,past,active,
jIta,jyA#1,,past,pass,
jIyamAna,ji,,pres,pass,
jIyamAna,jyA#1,,pres,pass,
jIrRavat,jF,,past,active,
jIrRa,jF,,past,pass,
jIryat,jF,4,pres,para,
jIryamAna,jF,4,pres,atma,
jIryamAna,jF,,pres,pass,
jIvat,jIv,1,pres,para,
jIvamAna,jIv,1,pres,atma,
jIvitavat,jIv,,past,active,
jIvitavya,jIv,,fut,pass,
jIvita,jIv,,past,pass,
jIvizyat,jIv,,fut,para,
jIvizyamAna,jIv,,fut,atma,
jIvyamAna,jIv,,pres,pass,
jIvya,jIv,,fut,pass,
juguYjAna,guYj,,perf,atma,
juguYjvAn,guYj,,perf,para,
juguRWAna,guRW,,perf,atma,
juguRWvAn,guRW,,perf,para,
jugupAna,gup,,perf,atma,
jugupvAn,gup,,perf,para,
jugupsamAna,gup,,pres,atma,desid
jugupsitavat,gup,,past,active,desid
jugupsita,gup,,past,pass,desid
jugumPAna,gumP,,perf,atma,
jugumPvAn,gumP,,perf,para,
jugurARa,gur,,perf,atma,
jugurvAn,gur,,perf,para,
juguhAna,guh,,perf,atma,
juguhvAn,guh,,perf,para,
juGuzARa,Guz,,perf,atma,
juGuzvAn,Guz,,perf,para,
juGUrRAna,GUrR,,perf,atma,
juGUrRvAn,GUrR,,perf,para,
jujugupsAna,gup,,perf,atma,desid
jujuzARa,juz#1,,perf,atma,
jujuzvAn,juz#1,,perf,para,
jujuhUzvAn,hu,,perf,para,desid
jujUvAn,jU,,perf,para,
jujyutAna,jyut,,perf,atma,
jujyutvAn,jyut,,perf,para,
jujvAna,jU,,perf,atma,
juzat,juz#1,6,pres,para,
juzamAna,juz#1,6,pres,atma,
juzwavat,juz#1,,past,active,
juzwa,juz#1,,past,pass,
juzyamAna,juz#1,,pres,pass,
juhuvAn,hu,,perf,para,
juhUvAn,hU,,perf,para,
juhUzaRIya,hu,,fut,pass,desid
juhUzat,hu,,pres,para,desid
juhUzitavat,hu,,past,active,desid
juhUzita,hu,,past,pass,desid
juhnvAna,hnu,,perf,atma,
juhvat,hu,3,pres,para,
juhvAna,hu,3,pres,atma,
juhvAna,hu,,perf,atma,
juhvAna,hU,,perf,atma,
jUtavat,jU,,past,active,
jUta,jU,,past,pass,
jUyamAna,jU,,pres,pass,
jfmBat,jfmB,1,pres,para,
jfmBamAna,jfmB,1,pres,atma,
jfmBitavat,jfmB,,past,active,
jfmBita,jfmB,,past,pass,
jfmByamAna,jfmB,,pres,pass,
jfmBya,jfmB,,fut,pass,
jetavya,ji,,fut,pass,
jenvanIya,jinv,,fut,pass,
jenvitavya,jinv,,fut,pass,
jenvizyat,jinv,,fut,para,
jenvizyamAna,jinv,,fut,atma,
jenvya,jinv,,fut,pass,
jepAna,jap,,perf,atma,
jepivAn,jap,,perf,para,
jeplAna,jalp,,perf,atma,
jeplivAn,jalp,,perf,para,
jeBAna,jaB#1,,perf,atma,
jeBAna,jaB#2,,perf,atma,
jeBivAn,jaB#1,,perf,para,
jeBivAn,jaB#2,,perf,para,
jemAna,jam,,perf,atma,
jemivAn,jam,,perf,para,
jeya,ji,,fut,pass,
jelAna,jal,,perf,atma,
jelivAn,jal,,perf,para,
jevanIya,jIv,,fut,pass,
jezkARa,jakz,,perf,atma,
jezkivAn,jakz,,perf,para,
jezyat,ji,,fut,para,
jezyamAna,ji,,fut,atma,
jesAna,jas,,perf,atma,
jesivAn,jas,,perf,para,
jokzyat,juz#1,,fut,para,
jokzyamAna,juz#1,,fut,atma,
joya,jU,,fut,pass,
jozaRIya,juz#1,,fut,pass,
jozaRIya,juz#1,,fut,pass,caus
jozayat,juz#1,,pres,para,caus
jozayamAna,juz#1,,pres,atma,caus
jozayitavya,juz#1,,fut,pass,caus
jozayizyat,juz#1,,fut,para,caus
jozayizyamAna,juz#1,,fut,atma,
jozayizyamAna,juz#1,,fut,atma,caus
jozitavat,juz#1,,past,active,caus
jozita,juz#1,,past,pass,caus
jozwavya,juz#1,,fut,pass,
jozyamAna,juz#1,,pres,pass,caus
jozya,juz#1,,fut,pass,
jozya,juz#1,,fut,pass,caus
johavat,hu,,pres,para,intens
jYapanIya,jYA#1,,fut,pass,caus
jYapayat,jYA#1,,pres,para,caus
jYapayamAna,jYA#1,,pres,atma,caus
jYapayitavya,jYA#1,,fut,pass,caus
jYapayizyat,jYA#1,,fut,para,caus
jYapayizyamAna,jYA#1,,fut,atma,
jYapayizyamAna,jYA#1,,fut,atma,caus
jYapitavat,jYA#1,,past,active,caus
jYapita,jYA#1,,past,pass,caus
jYapyamAna,jYA#1,,pres,pass,caus
jYapya,jYA#1,,fut,pass,caus
jYAtavat,jYA#1,,past,active,
jYAtavya,jYA#1,,fut,pass,
jYAta,jYA#1,,past,pass,
jYAnIya,jYA#1,,fut,pass,
jYApanIya,jYA#1,,fut,pass,caus
jYApayat,jYA#1,,pres,para,caus
jYApayamAna,jYA#1,,pres,atma,caus
jYApayitavya,jYA#1,,fut,pass,caus
jYApayizyat,jYA#1,,fut,para,caus
jYApayizyamAna,jYA#1,,fut,atma,
jYApayizyamAna,jYA#1,,fut,atma,caus
jYApitavat,jYA#1,,past,active,caus
jYApita,jYA#1,,past,pass,caus
jYApyamAna,jYA#1,,pres,pass,caus
jYApya,jYA#1,,fut,pass,caus
jYAyamAna,jYA#1,,pres,pass,
jYAsyat,jYA#1,,fut,para,
jYAsyamAna,jYA#1,,fut,atma,
jYeya,jYA#1,,fut,pass,
jyAtavya,jyA#1,,fut,pass,
jyAnIya,jyA#1,,fut,pass,
jyAsyat,jyA#1,,fut,para,
jyAsyamAna,jyA#1,,fut,atma,
jyuttavat,jyut,,past,active,
jyutta,jyut,,past,pass,
jyutyamAna,jyut,,pres,pass,
jyeya,jyA#1,,fut,pass,
jyotat,jyut,1,pres,para,
jyotanIya,jyut,,fut,pass,
jyotanIya,jyut,,fut,pass,caus
jyotamAna,jyut,1,pres,atma,
jyotayat,jyut,,pres,para,caus
jyotayamAna,jyut,,pres,atma,caus
jyotayitavya,jyut,,fut,pass,caus
jyotayizyat,jyut,,fut,para,caus
jyotayizyamAna,jyut,,fut,atma,
jyotayizyamAna,jyut,,fut,atma,caus
jyotitavat,jyut,,past,active,caus
jyotita,jyut,,past,pass,caus
jyottavya,jyut,,fut,pass,
jyotyamAna,jyut,,pres,pass,caus
jyotya,jyut,,fut,pass,
jyotya,jyut,,fut,pass,caus
jyotsyat,jyut,,fut,para,
jyotsyamAna,jyut,,fut,atma,
jvaraRIya,jvar,,fut,pass,
jvarat,jvar,1,pres,para,
jvaramAna,jvar,1,pres,atma,
jvaritavya,jvar,,fut,pass,
jvarizyat,jvar,,fut,para,
jvarizyamAna,jvar,,fut,atma,
jvartavat,jvar,,past,active,
jvarta,jvar,,past,pass,
jvaryamAna,jvar,,pres,pass,
jvarya,jvar,,fut,pass,
jvalat,jval,1,pres,para,
jvalanIya,jval,,fut,pass,
jvalamAna,jval,1,pres,atma,
jvalitavat,jval,,past,active,
jvalitavya,jval,,fut,pass,
jvalita,jval,,past,pass,
jvalizyat,jval,,fut,para,
jvalizyamAna,jval,,fut,atma,
jvalyamAna,jval,,pres,pass,
jvalya,jval,,fut,pass,
wizWIvAna,zWIv,,perf,atma,
wizWIvvAn,zWIv,,perf,para,
qambanIya,qamb,,fut,pass,
qambayat,qamb,10,pres,para,
qambayamAna,qamb,10,pres,atma,
qambayitavya,qamb,,fut,pass,
qambayizyat,qamb,,fut,para,
qambayizyamAna,qamb,,fut,atma,
qambitavat,qamb,,past,active,
qambita,qamb,,past,pass,
qambyamAna,qamb,,pres,pass,
qambya,qamb,,fut,pass,
qayat,qI,1,pres,para,
qayanIya,qI,,fut,pass,
qayamAna,qI,1,pres,atma,
qayitavya,qI,,fut,pass,
qayizyat,qI,,fut,para,
qayizyamAna,qI,,fut,atma,
qiqIvAn,qI,,perf,para,
qiqyAna,qI,,perf,atma,
qInavat,qI,,past,active,
qIna,qI,,past,pass,
qIyat,qI,4,pres,para,
qIyamAna,qI,4,pres,atma,
qIyamAna,qI,,pres,pass,
qebmAna,qamb,,perf,atma,
qebmivAn,qamb,,perf,para,
qeya,qI,,fut,pass,
taMsyat,tam,,fut,para,
taMsyamAna,tam,,fut,atma,
takat,tak,2,pres,para,
takanIya,tak,,fut,pass,
takAna,tak,2,pres,atma,
takitavya,tak,,fut,pass,
takizyat,tak,,fut,para,
takizyamAna,tak,,fut,atma,
taktavat,tak,,past,active,
takta,tak,,past,pass,
takyamAna,tak,,pres,pass,
takya,tak,,fut,pass,
takzaRIya,takz,,fut,pass,
takzat,takz,1,pres,para,
takzamAna,takz,1,pres,atma,
takzyat,takz,,fut,para,
takzyamAna,takz,,fut,atma,
takzyamAna,takz,,pres,pass,
takzya,takz,,fut,pass,
taNkat,tak,7,pres,para,
taNkAna,tak,7,pres,atma,
taqanIya,taq,,fut,pass,
taqya,taq,,fut,pass,
tatarARa,tF,,perf,atma,
tatarvAn,tF,,perf,para,
tatavat,tan#1,,past,active,
tata,tan#1,,past,pass,
tatfdAna,tfd,,perf,atma,
tatfdvAn,tfd,,perf,para,
tatfpARa,tfp#1,,perf,atma,
tatfpvAn,tfp#1,,perf,para,
tatfzARa,tfz,,perf,atma,
tatfzvAn,tfz,,perf,para,
tatyajAna,tyaj#1,,perf,atma,
tatyajvAn,tyaj#1,,perf,para,
tatrapARa,trap,,perf,atma,
tatrapvAn,trap,,perf,para,
tatrasAna,tras,,perf,atma,
tatrasvAn,tras,,perf,para,
tatrARa,trE,,perf,atma,
tatrivAn,trE,,perf,para,
tatvakzARa,tvakz,,perf,atma,
tatvakzvAn,tvakz,,perf,para,
tatvarARa,tvar,,perf,atma,
tatvarvAn,tvar,,perf,para,
tananIya,tan#1,,fut,pass,
tananIya,tan#2,,fut,pass,
tanitavya,tan#1,,fut,pass,
tanitavya,tan#2,,fut,pass,
tanizyat,tan#1,,fut,para,
tanizyat,tan#2,,fut,para,
tanizyamAna,tan#1,,fut,atma,
tanizyamAna,tan#2,,fut,atma,
tanuvat,tan#1,5,pres,para,
tantavat,tan#2,,past,active,
tantavya,tam,,fut,pass,
tanta,tan#2,,past,pass,
tantraRIya,tantr,,fut,pass,
tantrayat,tantr,10,pres,para,
tantrayamAna,tantr,10,pres,atma,
tantrayitavya,tantr,,fut,pass,
tantrayizyat,tantr,,fut,para,
tantrayizyamAna,tantr,,fut,atma,
tantritavat,tantr,,past,active,
tantrita,tantr,,past,pass,
tantryamAna,tantr,,pres,pass,
tantrya,tantr,,fut,pass,
tandraRIya,tandr,,fut,pass,
tandraRIya,tandr,,fut,pass,caus
tandrat,tandr,1,pres,para,
tandramAna,tandr,1,pres,atma,
tandrayat,tandr,,pres,para,caus
tandrayamAna,tandr,,pres,atma,caus
tandrayitavya,tandr,,fut,pass,caus
tandrayizyat,tandr,,fut,para,caus
tandrayizyamAna,tandr,,fut,atma,
tandrayizyamAna,tandr,,fut,atma,caus
tandritavat,tandr,,past,active,
tandritavat,tandr,,past,active,caus
tandritavya,tandr,,fut,pass,
tandrita,tandr,,past,pass,
tandrita,tandr,,past,pass,caus
tandrizyat,tandr,,fut,para,
tandrizyamAna,tandr,,fut,atma,
tandryamAna,tandr,,pres,pass,
tandryamAna,tandr,,pres,pass,caus
tandrya,tandr,,fut,pass,
tandrya,tandr,,fut,pass,caus
tanyat,tan#2,4,pres,para,
tanyamAna,tan#1,,pres,pass,
tanyamAna,tan#2,4,pres,atma,
tanyamAna,tan#2,,pres,pass,
tanya,tan#1,,fut,pass,
tanya,tan#2,,fut,pass,
tanvAna,tan#1,5,pres,atma,
tapat,tap,1,pres,para,
tapanIya,tap,,fut,pass,
tapamAna,tap,1,pres,atma,
tapasanIya,tapas#2,,fut,pass,
tapastavat,tapas#2,,past,active,
tapasta,tapas#2,,past,pass,
tapasyat,tapas#2,10,pres,para,
tapasyamAna,tapas#2,10,pres,atma,
tapasya,tapas#2,,fut,pass,
tapasyitavya,tapas#2,,fut,pass,
tapasyizyat,tapas#2,,fut,para,
tapasyizyamAna,tapas#2,,fut,atma,
tapitavat,tap,,past,active,
tapitavya,tap,,fut,pass,
tapita,tap,,past,pass,
tapizyat,tap,,fut,para,
tapizyamAna,tap,,fut,atma,
taptavat,tap,,past,active,
taptavya,tap,,fut,pass,
tapta,tap,,past,pass,
tapyat,tap,4,pres,para,
tapyamAna,tap,4,pres,atma,
tapyamAna,tap,,pres,pass,
tapya,tap,,fut,pass,
tapsyat,tap,,fut,para,
tapsyamAna,tap,,fut,atma,
tamanIya,tam,,fut,pass,
tamitavat,tam,,past,active,
tamita,tam,,past,pass,
tamyamAna,tam,,pres,pass,
tamya,tam,,fut,pass,
taraRIya,tF,,fut,pass,
tarat,tF,1,pres,para,
taramAna,tF,1,pres,atma,
taritavya,tF,,fut,pass,
tarizyat,tF,,fut,para,
tarizyamAna,tF,,fut,atma,
tarItavya,tF,,fut,pass,
tarIzyat,tF,,fut,para,
tarIzyamAna,tF,,fut,atma,
taruRayizyat,taruR,,fut,para,
taruRayizyamAna,taruR,,fut,atma,
taruRAyat,taruR,10,pres,para,
taruRAyamAna,taruR,10,pres,atma,
taruRAyitavya,taruR,,fut,pass,
taruRtavat,taruR,,past,active,
taruRta,taruR,,past,pass,
taruRyamAna,taruR,,pres,pass,
taroRanIya,taruR,,fut,pass,
taroRya,taruR,,fut,pass,
tarkaRIya,tark,,fut,pass,
tarkayat,tark,10,pres,para,
tarkayamAna,tark,10,pres,atma,
tarkayitavya,tark,,fut,pass,
tarkayizyat,tark,,fut,para,
tarkayizyamAna,tark,,fut,atma,
tarkitavat,tark,,past,active,
tarkita,tark,,past,pass,
tarktavya,tarj,,fut,pass,
tarkyamAna,tark,,pres,pass,
tarkya,tark,,fut,pass,
tarkzyat,tarj,,fut,para,
tarkzyat,tfz,,fut,para,
tarkzyamAna,tarj,,fut,atma,
tarkzyamAna,tfz,,fut,atma,
tarjat,tarj,1,pres,para,
tarjanIya,tarj,,fut,pass,
tarjanIya,tarj,,fut,pass,caus
tarjamAna,tarj,1,pres,atma,
tarjayat,tarj,,pres,para,caus
tarjayamAna,tarj,,pres,atma,caus
tarjayitavya,tarj,,fut,pass,caus
tarjayizyat,tarj,,fut,para,caus
tarjayizyamAna,tarj,,fut,atma,
tarjayizyamAna,tarj,,fut,atma,caus
tarjitavat,tarj,,past,active,
tarjitavat,tarj,,past,active,caus
tarjita,tarj,,past,pass,
tarjita,tarj,,past,pass,caus
tarjyamAna,tarj,,pres,pass,
tarjyamAna,tarj,,pres,pass,caus
tarjya,tarj,,fut,pass,
tarjya,tarj,,fut,pass,caus
tarttavya,tfd,,fut,pass,
tartsyat,tfd,,fut,para,
tartsyamAna,tfd,,fut,atma,
tardanIya,tfd,,fut,pass,
tarpaRIya,tfp#1,,fut,pass,
tarpaRIya,tfp#1,,fut,pass,caus
tarpayat,tfp#1,,pres,para,caus
tarpayamAna,tfp#1,,pres,atma,caus
tarpayitavya,tfp#1,,fut,pass,caus
tarpayizyat,tfp#1,,fut,para,caus
tarpayizyamAna,tfp#1,,fut,atma,
tarpayizyamAna,tfp#1,,fut,atma,caus
tarpitavat,tfp#1,,past,active,caus
tarpita,tfp#1,,past,pass,caus
tarptavya,tfp#1,,fut,pass,
tarpyamAna,tfp#1,,pres,pass,caus
tarpya,tfp#1,,fut,pass,caus
tarpsyat,tfp#1,,fut,para,
tarpsyamAna,tfp#1,,fut,atma,
tarzaRIya,tfz,,fut,pass,
tarzwavya,tfz,,fut,pass,
tazwavat,takz,,past,active,
tazwavya,takz,,fut,pass,
tazwa,takz,,past,pass,
tastanAna,stan,,perf,atma,
tastanvAn,stan,,perf,para,
tastamBAna,stamB,,perf,atma,
tastamBvAn,stamB,,perf,para,
tastarARa,stF,,perf,atma,
tastarvAn,stF,,perf,para,
tastenAna,sten,,perf,atma,
tastenvAn,sten,,perf,para,
tastyAna,styA,,perf,atma,
tastyivAn,styA,,perf,para,
tasTagAna,sTag,,perf,atma,
tasTagvAn,sTag,,perf,para,
tasTAna,sTA#1,,perf,atma,
tasTivAn,sTA#1,,perf,para,
tAqayat,taq,10,pres,para,
tAqayamAna,taq,10,pres,atma,
tAqayitavya,taq,,fut,pass,
tAqayizyat,taq,,fut,para,
tAqayizyamAna,taq,,fut,atma,
tAqitavat,taq,,past,active,
tAqita,taq,,past,pass,
tAqyamAna,taq,,pres,pass,
tAtapyamAna,tap,,pres,atma,intens
tApanIya,tap,,fut,pass,caus
tApayat,tap,,pres,para,caus
tApayamAna,tap,,pres,atma,caus
tApayitavya,tap,,fut,pass,caus
tApayizyat,tap,,fut,para,caus
tApayizyamAna,tap,,fut,atma,
tApayizyamAna,tap,,fut,atma,caus
tApitavat,tap,,past,active,caus
tApita,tap,,past,pass,caus
tApyamAna,tap,,pres,pass,caus
tApya,tap,,fut,pass,caus
tAmyat,tam,4,pres,para,
tAmyamAna,tam,4,pres,atma,
tAraRIya,tF,,fut,pass,caus
tArayat,tF,,pres,para,caus
tArayamAna,tF,,pres,atma,caus
tArayitavya,tF,,fut,pass,caus
tArayizyat,tF,,fut,para,caus
tArayizyamAna,tF,,fut,atma,
tArayizyamAna,tF,,fut,atma,caus
tAritavat,tF,,past,active,caus
tArita,tF,,past,pass,caus
tAryamAna,tF,,pres,pass,caus
tArya,tF,,fut,pass,
tArya,tF,,fut,pass,caus
tiktavat,tij,,past,active,
tikta,tij,,past,pass,
tijyamAna,tij,,pres,pass,
titikzamAna,tij,,pres,atma,desid
titikzitavat,tij,,past,active,desid
titikzita,tij,,past,pass,desid
titijAna,tij,,perf,atma,
titijvAn,tij,,perf,para,
tititikzARa,tij,,perf,atma,desid
tirat,tF,1,pres,para,
tiramAna,tF,1,pres,atma,
tizWat,sTA#1,1,pres,para,
tizWamAna,sTA#1,1,pres,atma,
tIrRavat,tF,,past,active,
tIrRa,tF,,past,pass,
tIryamAna,tF,,pres,pass,
tutudAna,tud#1,,perf,atma,
tutudvAn,tud#1,,perf,para,
tutupAna,tup,,perf,atma,
tutupvAn,tup,,perf,para,
tutulAna,tul,,perf,atma,
tutulvAn,tul,,perf,para,
tutuzARa,tuz,,perf,atma,
tutuzvAn,tuz,,perf,para,
tutuhinAna,tuhin,,perf,atma,
tutuhinvAn,tuhin,,perf,para,
tutruwAna,truw,,perf,atma,
tutruwvAn,truw,,perf,para,
tudat,tud#1,6,pres,para,
tudamAna,tud#1,6,pres,atma,
tudyamAna,tud#1,,pres,pass,
tunnavat,tud#1,,past,active,
tunna,tud#1,,past,pass,
tupat,tup,6,pres,para,
tupamAna,tup,6,pres,atma,
tuptavat,tup,,past,active,
tupta,tup,,past,pass,
tupyamAna,tup,,pres,pass,
tulayat,tul,10,pres,para,
tulayamAna,tul,10,pres,atma,
tulayitavya,tul,,fut,pass,
tulayizyat,tul,,fut,para,
tulayizyamAna,tul,,fut,atma,
tulitavat,tul,,past,active,
tulita,tul,,past,pass,
tuzwavat,tuz,,past,active,
tuzwa,tuz,,past,pass,
tuzwuBAna,stuB,,perf,atma,
tuzwuBvAn,stuB,,perf,para,
tuzwuvAn,stu,,perf,para,
tuzwvAna,stu,,perf,atma,
tuzyat,tuz,4,pres,para,
tuzyamAna,tuz,4,pres,atma,
tuzyamAna,tuz,,pres,pass,
tuhinayat,tuhin,10,pres,para,
tuhinayamAna,tuhin,10,pres,atma,
tuhinayitavya,tuhin,,fut,pass,
tuhinayizyat,tuhin,,fut,para,
tuhinayizyamAna,tuhin,,fut,atma,
tuhintavat,tuhin,,past,active,
tuhinta,tuhin,,past,pass,
tuhinyamAna,tuhin,,pres,pass,
tuhenanIya,tuhin,,fut,pass,
tuhenya,tuhin,,fut,pass,
tUrRavat,tvar,,past,active,
tUrRa,tvar,,past,pass,
tfRRavat,tfd,,past,active,
tfRRa,tfd,,past,pass,
tfdyamAna,tfd,,pres,pass,
tfdya,tfd,,fut,pass,
tfndat,tfd,7,pres,para,
tfndAna,tfd,7,pres,atma,
tfptavat,tfp#1,,past,active,
tfpta,tfp#1,,past,pass,
tfpyat,tfp#1,4,pres,para,
tfpyamAna,tfp#1,4,pres,atma,
tfpyamAna,tfp#1,,pres,pass,
tfpya,tfp#1,,fut,pass,
tfzitavat,tfz,,past,active,
tfzita,tfz,,past,pass,
tfzyat,tfz,4,pres,para,
tfzyamAna,tfz,4,pres,atma,
tfzyamAna,tfz,,pres,pass,
tfzya,tfz,,fut,pass,
tekAna,tak,,perf,atma,
tekivAn,tak,,perf,para,
tektavya,tij,,fut,pass,
tekrARa,tark,,perf,atma,
tekrivAn,tark,,perf,para,
tekzyat,tij,,fut,para,
tekzyamAna,tij,,fut,atma,
tejat,tij,1,pres,para,
tejanIya,tij,,fut,pass,
tejanIya,tij,,fut,pass,caus
tejamAna,tij,1,pres,atma,
tejayat,tij,,pres,para,caus
tejayamAna,tij,,pres,atma,caus
tejayitavya,tij,,fut,pass,caus
tejayizyat,tij,,fut,para,caus
tejayizyamAna,tij,,fut,atma,
tejayizyamAna,tij,,fut,atma,caus
tejitavat,tij,,past,active,caus
tejita,tij,,past,pass,caus
tejyamAna,tij,,pres,pass,caus
tejya,tij,,fut,pass,
tejya,tij,,fut,pass,caus
tejrARa,tarj,,perf,atma,
tejrivAn,tarj,,perf,para,
teqAna,taq,,perf,atma,
teqivAn,taq,,perf,para,
teRurARa,taruR,,perf,atma,
teRurvAn,taruR,,perf,para,
tenAna,tan#1,,perf,atma,
tenAna,tan#2,,perf,atma,
tenivAn,tan#1,,perf,para,
tenivAn,tan#2,,perf,para,
tepAna,tap,,perf,atma,
tepivAn,tap,,perf,para,
temAna,tam,,perf,atma,
temivAn,tam,,perf,para,
tertnAna,tantr,,perf,atma,
tertnivAn,tantr,,perf,para,
terdnAna,tandr,,perf,atma,
terdnivAn,tandr,,perf,para,
tezapARa,tapas#2,,perf,atma,
tezapvAn,tapas#2,,perf,para,
tezkARa,takz,,perf,atma,
tezkivAn,takz,,perf,para,
tokzyat,tuz,,fut,para,
tokzyamAna,tuz,,fut,atma,
tottavya,tud#1,,fut,pass,
todanIya,tud#1,,fut,pass,
todya,tud#1,,fut,pass,
topat,tup,1,pres,para,
topanIya,tup,,fut,pass,
topamAna,tup,1,pres,atma,
toptavya,tup,,fut,pass,
topya,tup,,fut,pass,
topsyat,tup,,fut,para,
topsyamAna,tup,,fut,atma,
tolanIya,tul,,fut,pass,
tolayat,tul,10,pres,para,
tolayamAna,tul,10,pres,atma,
tolayitavya,tul,,fut,pass,
tolayizyat,tul,,fut,para,
tolayizyamAna,tul,,fut,atma,
tolya,tul,,fut,pass,
tozaRIya,tuz,,fut,pass,
tozaRIya,tuz,,fut,pass,caus
tozayat,tuz,,pres,para,caus
tozayamAna,tuz,,pres,atma,caus
tozayitavya,tuz,,fut,pass,caus
tozayizyat,tuz,,fut,para,caus
tozayizyamAna,tuz,,fut,atma,
tozayizyamAna,tuz,,fut,atma,caus
tozitavat,tuz,,past,active,caus
tozita,tuz,,past,pass,caus
tozwavya,tuz,,fut,pass,
tozyamAna,tuz,,pres,pass,caus
tozya,tuz,,fut,pass,
tozya,tuz,,fut,pass,caus
tyaktavat,tyaj#1,,past,active,
tyaktavya,tyaj#1,,fut,pass,
tyakta,tyaj#1,,past,pass,
tyakzyat,tyaj#1,,fut,para,
tyakzyamAna,tyaj#1,,fut,atma,
tyajat,tyaj#1,1,pres,para,
tyajanIya,tyaj#1,,fut,pass,
tyajamAna,tyaj#1,1,pres,atma,
tyajitavya,tyaj#1,,fut,pass,
tyajizyat,tyaj#1,,fut,para,
tyajizyamAna,tyaj#1,,fut,atma,
tyajyamAna,tyaj#1,,pres,pass,
tyAjya,tyaj#1,,fut,pass,
traHsyat,tras,,fut,para,
traHsyamAna,tras,,fut,atma,
trapaRIya,trap,,fut,pass,
trapaRIya,trap,,fut,pass,caus
trapat,trap,1,pres,para,
trapamAna,trap,1,pres,atma,
trapayat,trap,,pres,para,caus
trapayamAna,trap,,pres,atma,caus
trapayitavya,trap,,fut,pass,caus
trapayizyat,trap,,fut,para,caus
trapayizyamAna,trap,,fut,atma,
